TimeSeries ID,instance/network/received_bytes_count.gce_instance.ALIGN_RATE.REDUCE_SUM.metric.type="compute.googleapis.com/instance/network/received_bytes_count" resource.type="gce_instance" resource.labels."instance_id"="1345602841643241709" resource.labels."zone"="europe-central2-c" AND resource.labels."project_id"="ddls-owen-gombas".60s.project_id:ddls-owen-gombas.instance_name:instance-20240520-173618
instance_name,instance-20240520-173618
project_id,ddls-owen-gombas
Wed May 22 2024 19:45:00 GMT+0200 (Central European Summer Time),661397
Wed May 22 2024 19:46:00 GMT+0200 (Central European Summer Time),2583754.0833333335
Wed May 22 2024 19:47:00 GMT+0200 (Central European Summer Time),3376047.9833333334
Wed May 22 2024 19:48:00 GMT+0200 (Central European Summer Time),3484908.283333333
Wed May 22 2024 19:49:00 GMT+0200 (Central European Summer Time),1337988.55
Wed May 22 2024 19:50:00 GMT+0200 (Central European Summer Time),254553.63333333333
Wed May 22 2024 19:51:00 GMT+0200 (Central European Summer Time),2336640.716666667
Wed May 22 2024 19:52:00 GMT+0200 (Central European Summer Time),3454230.65
Wed May 22 2024 19:53:00 GMT+0200 (Central European Summer Time),2674746.5
Wed May 22 2024 19:54:00 GMT+0200 (Central European Summer Time),3084023.9
Wed May 22 2024 19:55:00 GMT+0200 (Central European Summer Time),3572943.9833333334
Wed May 22 2024 19:56:00 GMT+0200 (Central European Summer Time),1318650
Wed May 22 2024 19:57:00 GMT+0200 (Central European Summer Time),231647.81666666668
Wed May 22 2024 19:58:00 GMT+0200 (Central European Summer Time),2346992.05
Wed May 22 2024 19:59:00 GMT+0200 (Central European Summer Time),3344154.7
Wed May 22 2024 20:00:00 GMT+0200 (Central European Summer Time),1385055.8166666667
Wed May 22 2024 20:01:00 GMT+0200 (Central European Summer Time),297119.36666666664
Wed May 22 2024 20:02:00 GMT+0200 (Central European Summer Time),201741.76666666666
Wed May 22 2024 20:03:00 GMT+0200 (Central European Summer Time),1915129.5
Wed May 22 2024 20:04:00 GMT+0200 (Central European Summer Time),3180586.45
Wed May 22 2024 20:05:00 GMT+0200 (Central European Summer Time),3594404.683333333
Wed May 22 2024 20:06:00 GMT+0200 (Central European Summer Time),3452587.1
Wed May 22 2024 20:07:00 GMT+0200 (Central European Summer Time),3377816.4
Wed May 22 2024 20:08:00 GMT+0200 (Central European Summer Time),1379462.4833333334
Wed May 22 2024 20:09:00 GMT+0200 (Central European Summer Time),291788
Wed May 22 2024 20:10:00 GMT+0200 (Central European Summer Time),201709.86666666667
Wed May 22 2024 20:11:00 GMT+0200 (Central European Summer Time),201607.06666666668
Wed May 22 2024 20:12:00 GMT+0200 (Central European Summer Time),201645.88333333333
Wed May 22 2024 20:13:00 GMT+0200 (Central European Summer Time),201703.63333333333
Wed May 22 2024 20:14:00 GMT+0200 (Central European Summer Time),618394.2833333333
Wed May 22 2024 20:15:00 GMT+0200 (Central European Summer Time),2598018.35
Wed May 22 2024 20:16:00 GMT+0200 (Central European Summer Time),2253079.716666667
Wed May 22 2024 20:17:00 GMT+0200 (Central European Summer Time),2891728.9
Wed May 22 2024 20:18:00 GMT+0200 (Central European Summer Time),1380511.7
Wed May 22 2024 20:19:00 GMT+0200 (Central European Summer Time),292042.06666666665
Wed May 22 2024 20:20:00 GMT+0200 (Central European Summer Time),916531.2833333333
Wed May 22 2024 20:21:00 GMT+0200 (Central European Summer Time),2737590.2
Wed May 22 2024 20:22:00 GMT+0200 (Central European Summer Time),1406848.7333333334
Wed May 22 2024 20:23:00 GMT+0200 (Central European Summer Time),302150.06666666665
Wed May 22 2024 20:24:00 GMT+0200 (Central European Summer Time),422242.05
Wed May 22 2024 20:25:00 GMT+0200 (Central European Summer Time),2531544.05
Wed May 22 2024 20:26:00 GMT+0200 (Central European Summer Time),3533394.4
Wed May 22 2024 20:27:00 GMT+0200 (Central European Summer Time),1332683.9666666666
Wed May 22 2024 20:28:00 GMT+0200 (Central European Summer Time),244781.81666666668
Wed May 22 2024 20:29:00 GMT+0200 (Central European Summer Time),1957935.5333333334
Wed May 22 2024 20:30:00 GMT+0200 (Central European Summer Time),3190782.1
Wed May 22 2024 20:31:00 GMT+0200 (Central European Summer Time),2644371.2
Wed May 22 2024 20:32:00 GMT+0200 (Central European Summer Time),707520.4
Wed May 22 2024 20:33:00 GMT+0200 (Central European Summer Time),2442.516666666667
Wed May 22 2024 20:34:00 GMT+0200 (Central European Summer Time),20872.25
Wed May 22 2024 20:35:00 GMT+0200 (Central European Summer Time),21736.466666666667
Wed May 22 2024 20:36:00 GMT+0200 (Central European Summer Time),6258.333333333333
Wed May 22 2024 20:37:00 GMT+0200 (Central European Summer Time),784.9333333333333
Wed May 22 2024 20:38:00 GMT+0200 (Central European Summer Time),767.2333333333333
Wed May 22 2024 20:39:00 GMT+0200 (Central European Summer Time),745.5833333333334
Wed May 22 2024 20:40:00 GMT+0200 (Central European Summer Time),750.15
Wed May 22 2024 20:41:00 GMT+0200 (Central European Summer Time),748.3833333333333
Wed May 22 2024 20:42:00 GMT+0200 (Central European Summer Time),748.85