TimeSeries ID,instance/network/sent_bytes_count.gce_instance.ALIGN_RATE.REDUCE_SUM.metric.type="compute.googleapis.com/instance/network/sent_bytes_count" resource.type="gce_instance" resource.labels."instance_id"="987861714045355492" resource.labels."zone"="europe-west4-b" AND resource.labels."project_id"="ddls-owen-gombas".60s.project_id:ddls-owen-gombas.instance_name:instance-20240521-124408
instance_name,instance-20240521-124408
project_id,ddls-owen-gombas
Wed May 22 2024 15:42:00 GMT+0200 (Central European Summer Time),1192.75
Wed May 22 2024 15:43:00 GMT+0200 (Central European Summer Time),117585.21666666666
Wed May 22 2024 15:44:00 GMT+0200 (Central European Summer Time),1376589.7
Wed May 22 2024 15:45:00 GMT+0200 (Central European Summer Time),4372160.316666666
Wed May 22 2024 15:46:00 GMT+0200 (Central European Summer Time),3992893.65
Wed May 22 2024 15:47:00 GMT+0200 (Central European Summer Time),4005850.6333333333
Wed May 22 2024 15:48:00 GMT+0200 (Central European Summer Time),4201421.416666667
Wed May 22 2024 15:49:00 GMT+0200 (Central European Summer Time),4008469.183333333
Wed May 22 2024 15:50:00 GMT+0200 (Central European Summer Time),4107991.35
Wed May 22 2024 15:51:00 GMT+0200 (Central European Summer Time),4128981.216666667
Wed May 22 2024 15:52:00 GMT+0200 (Central European Summer Time),3967978.5166666666
Wed May 22 2024 15:53:00 GMT+0200 (Central European Summer Time),3919348.816666667
Wed May 22 2024 15:54:00 GMT+0200 (Central European Summer Time),3571890.05
Wed May 22 2024 15:55:00 GMT+0200 (Central European Summer Time),3661068.1333333333
Wed May 22 2024 15:56:00 GMT+0200 (Central European Summer Time),3918104.966666667
Wed May 22 2024 15:57:00 GMT+0200 (Central European Summer Time),3709484.85
Wed May 22 2024 15:58:00 GMT+0200 (Central European Summer Time),3910871.4833333334
Wed May 22 2024 15:59:00 GMT+0200 (Central European Summer Time),3661969.816666667
Wed May 22 2024 16:00:00 GMT+0200 (Central European Summer Time),4000389.95
Wed May 22 2024 16:01:00 GMT+0200 (Central European Summer Time),3860466.55
Wed May 22 2024 16:02:00 GMT+0200 (Central European Summer Time),3734321.1166666667
Wed May 22 2024 16:03:00 GMT+0200 (Central European Summer Time),3913044.316666667
Wed May 22 2024 16:04:00 GMT+0200 (Central European Summer Time),3674556.15
Wed May 22 2024 16:05:00 GMT+0200 (Central European Summer Time),3925356.933333333
Wed May 22 2024 16:06:00 GMT+0200 (Central European Summer Time),3603147.1166666667
Wed May 22 2024 16:07:00 GMT+0200 (Central European Summer Time),3709775.9
Wed May 22 2024 16:08:00 GMT+0200 (Central European Summer Time),3913187.6666666665
Wed May 22 2024 16:09:00 GMT+0200 (Central European Summer Time),3738614.683333333
Wed May 22 2024 16:10:00 GMT+0200 (Central European Summer Time),4539851.583333333
Wed May 22 2024 16:11:00 GMT+0200 (Central European Summer Time),4726920.616666666
Wed May 22 2024 16:12:00 GMT+0200 (Central European Summer Time),3683949.8833333333
Wed May 22 2024 16:13:00 GMT+0200 (Central European Summer Time),3934326.3
Wed May 22 2024 16:14:00 GMT+0200 (Central European Summer Time),3553154.216666667
Wed May 22 2024 16:15:00 GMT+0200 (Central European Summer Time),3636736.8
Wed May 22 2024 16:16:00 GMT+0200 (Central European Summer Time),3982370.8833333333
Wed May 22 2024 16:17:00 GMT+0200 (Central European Summer Time),4365997.2
Wed May 22 2024 16:18:00 GMT+0200 (Central European Summer Time),4413697.266666667
Wed May 22 2024 16:19:00 GMT+0200 (Central European Summer Time),3653236.6
Wed May 22 2024 16:20:00 GMT+0200 (Central European Summer Time),4316493.483333333
Wed May 22 2024 16:21:00 GMT+0200 (Central European Summer Time),3932668.683333333
Wed May 22 2024 16:22:00 GMT+0200 (Central European Summer Time),3628504.45
Wed May 22 2024 16:23:00 GMT+0200 (Central European Summer Time),3839934.716666667
Wed May 22 2024 16:24:00 GMT+0200 (Central European Summer Time),4485801.75
Wed May 22 2024 16:25:00 GMT+0200 (Central European Summer Time),3975744.5166666666
Wed May 22 2024 16:26:00 GMT+0200 (Central European Summer Time),3998145.45
Wed May 22 2024 16:27:00 GMT+0200 (Central European Summer Time),4295809.116666666
Wed May 22 2024 16:28:00 GMT+0200 (Central European Summer Time),4198227.733333333
Wed May 22 2024 16:29:00 GMT+0200 (Central European Summer Time),4520721.4
Wed May 22 2024 16:30:00 GMT+0200 (Central European Summer Time),3389463.216666667
Wed May 22 2024 16:31:00 GMT+0200 (Central European Summer Time),3672509.816666667
Wed May 22 2024 16:32:00 GMT+0200 (Central European Summer Time),3916066.783333333
Wed May 22 2024 16:33:00 GMT+0200 (Central European Summer Time),3786294.4166666665
Wed May 22 2024 16:34:00 GMT+0200 (Central European Summer Time),4628977.266666667
Wed May 22 2024 16:35:00 GMT+0200 (Central European Summer Time),4195947.2
Wed May 22 2024 16:36:00 GMT+0200 (Central European Summer Time),3371998.4833333334
Wed May 22 2024 16:37:00 GMT+0200 (Central European Summer Time),3954273.35
Wed May 22 2024 16:38:00 GMT+0200 (Central European Summer Time),3431481.8333333335
Wed May 22 2024 16:39:00 GMT+0200 (Central European Summer Time),182326.65